order_id,channel,store_format,city,city zone,department,category,brand,sku id,base unit price,discount,price after discount,TLV,discount percentage,high discount,quantity,line value,promo code used,promo code type,promo applied,ad channel,campaign,payment method,device type,delivery type,number of items,returned,reason for return,return value,stocked out,loyalty member,user ID,age,age group,gender,nationality,hour of day,day of week,order month,
LULU-000401,In-Store POS,Hypermarket,Dubai,Al Quoz,Pharmacy,Vitamins,Panadol,SKU-369605,298.82,15.01,283.81,1135.24,5.02%,Low,4,1135.24,1,Flat,1,Outdoor,FreshersUni,Card,N/A,Carryout,3,0,,0,0,1,CUST-03570,30,26-35,Female,South Asian,1,Saturday,2025-08,
LULU-000402,Online App,Hypermarket,Dubai,Downtown,Grocery,Beverages,Coca-Cola,SKU-350673,61.39,2.61,58.78,470.24,4.25%,Low,8,470.24,1,Percent,1,Google Search,ResidentsOnly,Card,Android,Same-Day,7,0,,0,0,1,CUST-02867,26,26-35,Male,SE Asian,5,Monday,2025-05,
LULU-000403,Online App,Web DC,Dubai,Marina,Grocery,Household,Pepsi,SKU-942634,38.89,5.4,33.49,267.92,13.89%,Medium,8,267.92,1,Percent,1,Google Search,MidnightMadness,Wallet,iOS,Same-Day,13,0,,0,0,1,CUST-08341,19,18-25,Male,South Asian,23,Tuesday,2025-09,
LULU-000404,In-Store POS,Hypermarket,Dubai,Deira,Fashion,Menswear,Puma,SKU-182693,191.57,42.18,149.39,448.17,22.02%,Medium,3,448.17,1,Percent,1,SMS,Ramadan2025,Card,N/A,Carryout,8,1,Wrong item,280.15,0,0,CUST-10992,38,36-45,Female,South Asian,7,Friday,2025-10,
LULU-000405,In-Store POS,Express,Ajman,Airport Area,Grocery,Baby,Al Ain,SKU-931432,17.81,1.58,16.23,81.15,8.87%,Low,5,81.15,1,Percent,1,Referral,Ramadan2025,Google Pay,N/A,Carryout,9,0,,0,0,0,CUST-10725,32,26-35,Female,South Asian,8,Sunday,2025-08,
LULU-000406,In-Store POS,Hypermarket,Abu Dhabi,Al Maryah,Home & Living,Cleaning,Black+Decker,SKU-485600,171.45,14.25,157.2,314.4,8.31%,Low,2,314.4,1,Percent,1,In-App,LunchRush,Cash,N/A,Carryout,12,0,,0,0,0,CUST-10818,35,26-35,Male,Western Expat,2,Thursday,2025-05,
LULU-000407,In-Store POS,Hypermarket,Ajman,Suburb,Fashion,Kidswear,Adidas,SKU-748234,355.6,9.12,346.48,1039.44,2.56%,Low,3,1039.44,1,Percent,1,Email,NationalDay,Card,N/A,Carryout,3,0,,0,0,1,CUST-00436,33,26-35,Female,Arab Expat (non-GCC),19,Saturday,2025-04,
LULU-000408,In-Store POS,Express,Dubai,JBR,Grocery,Meat & Poultry,Al Ain,SKU-609081,8.61,1.37,7.24,21.72,15.91%,Medium,3,21.72,1,Percent,1,Referral,Ramadan2025,Card,N/A,Carryout,4,1,Wrong item,14.16,0,1,CUST-11639,41,36-45,Male,Arab Expat (non-GCC),22,Friday,2025-05,
LULU-000409,In-Store POS,Hypermarket,Abu Dhabi,Al Shawamekh,Pharmacy,OTC,Panadol,SKU-905544,66.55,0.27,66.28,994.2,0.41%,Low,15,994.2,1,Percent,1,Referral,SummerHeat,Wallet,N/A,Carryout,2,0,,0,0,1,CUST-01869,27,26-35,Male,Western Expat,1,Monday,2025-09,
LULU-000410,In-Store POS,Hypermarket,Dubai,Downtown,Grocery,Fresh Produce,Almarai,SKU-596629,60.9,3.58,57.32,114.64,5.88%,Low,2,114.64,1,Percent,1,Referral,MidnightMadness,Wallet,N/A,Carryout,3,0,,0,0,0,CUST-04035,35,26-35,Male,Other,14,Thursday,2025-06,
LULU-000411,Online App,Web DC,Dubai,Mirdif,Electronics,Accessories,Lenovo,SKU-979826,177.94,28.34,149.6,149.6,15.93%,Medium,1,149.6,1,Percent,1,Google Search,BackToSchool2025,Card,Android,Next-Day,7,0,,0,0,0,CUST-11702,32,26-35,Male,Western Expat,13,Sunday,2025-09,
LULU-000412,In-Store POS,Hypermarket,Dubai,Mirdif,Grocery,Household,Lulu,SKU-860272,12.56,1.03,11.53,115.3,8.20%,Low,10,115.3,1,Percent,1,Outdoor,NationalDay,Card,N/A,Carryout,5,0,,0,0,0,CUST-03171,26,26-35,Male,Arab Expat (non-GCC),7,Thursday,2025-06,
LULU-000413,Online App,Hypermarket,Dubai,JLT,Pharmacy,Vitamins,GSK,SKU-235550,71.87,9.14,62.73,125.46,12.72%,Medium,2,125.46,1,Percent,1,Instagram,WeekendSaver,Card,iOS,Same-Day,10,0,,0,0,0,CUST-06530,23,18-25,Female,South Asian,15,Thursday,2025-09,
LULU-000414,In-Store POS,Hypermarket,Dubai,Silicon Oasis,Fashion,Accessories,Mango,SKU-707244,349.2,30.94,318.26,1591.3,8.86%,Low,5,1591.3,1,BOGO,1,In-App,NationalDay,Card,N/A,Carryout,12,0,,0,0,1,CUST-06175,57,46-60,Other/Prefer not to say,SE Asian,7,Wednesday,2025-06,
LULU-000415,In-Store POS,Hypermarket,Sharjah,Suburb,Grocery,Baby,Pepsi,SKU-372363,30.61,2.63,27.98,111.92,8.59%,Low,4,111.92,1,Percent,1,Email,WeekendSaver,Wallet,N/A,Carryout,1,0,,0,0,1,CUST-03087,35,26-35,Male,SE Asian,16,Sunday,2025-08,
LULU-000416,In-Store POS,Hypermarket,Ras Al Khaimah,Old Town,Fashion,Menswear,BrandX,SKU-119116,394.95,39.74,355.21,1420.84,10.06%,Medium,4,1420.84,1,BOGO,1,SMS,LunchRush,Wallet,N/A,Carryout,4,0,,0,0,1,CUST-00445,21,18-25,Male,UAE National,19,Monday,2025-04,
LULU-000417,In-Store POS,Hypermarket,Sharjah,Suburb,Grocery,Dairy & Eggs,Pepsi,SKU-625737,23.89,2.65,21.24,42.48,11.09%,Medium,2,42.48,1,Percent,1,SMS,BackToSchool2025,Card,N/A,Carryout,11,0,,0,0,0,CUST-08706,34,26-35,Male,SE Asian,10,Tuesday,2025-05,
LULU-000418,Online App,Web DC,Abu Dhabi,Saadiyat,Bakery Counter,Bread,Lulu Bakery,SKU-798064,53.08,9.04,44.04,88.08,17.03%,Medium,2,88.08,1,Percent,1,Email,MidnightMadness,Wallet,Desktop,Same-Day,1,0,,0,0,1,CUST-07013,41,36-45,Male,South Asian,18,Monday,2025-06,
LULU-000419,In-Store POS,Hypermarket,Dubai,Downtown,Fashion,Footwear,Levi's,SKU-232461,198.99,32.42,166.57,166.57,16.29%,Medium,1,166.57,1,Percent,1,Referral,Ramadan2025,Cash,N/A,Carryout,4,0,,0,0,1,CUST-06706,26,26-35,Female,South Asian,12,Friday,2025-05,
LULU-000420,In-Store POS,Express,Abu Dhabi,Al Maryah,Pharmacy,Baby Care,VitX,SKU-921163,264.51,7.72,256.79,1283.95,2.92%,Low,5,1283.95,1,Percent,1,SMS,FreshersUni,Card,N/A,Carryout,4,0,,0,0,0,CUST-09599,36,36-45,Female,Western Expat,12,Thursday,2025-06,
LULU-000421,In-Store POS,Hypermarket,Abu Dhabi,Khalifa City,Grocery,Personal Care,Al Ain,SKU-746889,49.73,3.97,45.76,45.76,7.98%,Low,1,45.76,1,BOGO,1,Referral,SummerHeat,Card,N/A,Carryout,9,0,,0,0,0,CUST-11515,48,46-60,Male,GCC Expat,3,Friday,2025-07,
LULU-000422,In-Store POS,Hypermarket,Dubai,Mirdif,Pharmacy,Personal Care,Himalaya,SKU-441027,259.18,9.43,249.75,2247.75,3.64%,Low,9,2247.75,1,Percent,1,Outdoor,NationalDay,Cash,N/A,Carryout,11,0,,0,0,1,CUST-11231,32,26-35,Female,South Asian,15,Thursday,2025-07,
LULU-000423,Online App,Web DC,Dubai,Al Quoz,Grocery,Frozen,Rainbow,SKU-703170,9.5,1.66,7.84,15.68,17.47%,Medium,2,15.68,1,FreeDelivery,1,Instagram,BackToSchool2025,Card,Android,Same-Day,11,0,,0,0,1,CUST-01673,20,18-25,Male,Arab Expat (non-GCC),8,Sunday,2025-08,
LULU-000424,In-Store POS,Hypermarket,Sharjah,Industrial Area,Fashion,Kidswear,Mango,SKU-915631,378.01,35.21,342.8,1028.4,9.31%,Low,3,1028.4,1,FreeDelivery,1,Outdoor,FreshersUni,Wallet,N/A,Carryout,1,0,,0,0,1,CUST-00249,41,36-45,Female,SE Asian,22,Saturday,2025-10,
LULU-000425,In-Store POS,Hypermarket,Dubai,Al Barsha,Grocery,Meat & Poultry,Rainbow,SKU-429883,25.43,4.29,21.14,105.7,16.87%,Medium,5,105.7,1,BOGO,1,SMS,BackToSchool2025,Cash,N/A,Carryout,11,0,,0,0,0,CUST-11245,40,36-45,Female,Western Expat,2,Sunday,2025-08,
LULU-000426,In-Store POS,Hypermarket,Ras Al Khaimah,Old Town,Grocery,Dairy & Eggs,Almarai,SKU-360125,25.69,2.23,23.46,117.3,8.68%,Low,5,117.3,1,Percent,1,Referral,FreshersUni,Card,N/A,Carryout,9,0,,0,0,0,CUST-04591,34,26-35,Male,SE Asian,8,Saturday,2025-06,
LULU-000427,In-Store POS,Express,Abu Dhabi,Al Maryah,Grocery,Frozen,Kellogg's,SKU-833333,17.04,2.47,14.57,58.28,14.50%,Medium,4,58.28,1,Flat,1,Referral,Ramadan2025,Cash,N/A,Carryout,4,0,,0,0,1,CUST-09546,44,36-45,Female,UAE National,2,Thursday,2025-05,
LULU-000428,In-Store POS,Hypermarket,Dubai,Bur Dubai,Grocery,Snacks,Pepsi,SKU-662475,11.32,0.79,10.53,21.06,6.98%,Low,2,21.06,1,BOGO,1,SMS,FreshersUni,Google Pay,N/A,Carryout,3,0,,0,0,0,CUST-09863,28,26-35,Male,UAE National,1,Sunday,2025-04,
LULU-000429,In-Store POS,Hypermarket,Dubai,Al Quoz,Grocery,Household,Pepsi,SKU-677009,37.35,4.64,32.71,294.39,12.42%,Medium,9,294.39,1,FreeDelivery,1,In-App,WeekendSaver,Card,N/A,Carryout,8,0,,0,0,1,CUST-06455,32,26-35,Female,South Asian,15,Friday,2025-07,
LULU-000430,In-Store POS,Express,Ras Al Khaimah,Airport Area,Pharmacy,Medical Devices,Himalaya,SKU-120405,66.64,1.67,64.97,194.91,2.51%,Low,3,194.91,1,Flat,1,Outdoor,SummerHeat,Cash,N/A,Carryout,7,0,,0,0,1,CUST-08929,28,26-35,Female,SE Asian,3,Sunday,2025-09,
LULU-000431,In-Store POS,Express,Abu Dhabi,Saadiyat,Grocery,Household,Almarai,SKU-816162,55.48,1.78,53.7,161.1,3.21%,Low,3,161.1,1,BOGO,1,Outdoor,ResidentsOnly,Card,N/A,Carryout,10,0,,0,0,1,CUST-09259,18,18-25,Male,African Expat,21,Monday,2025-08,
LULU-000432,In-Store POS,Hypermarket,Ras Al Khaimah,Old Town,Fashion,Womenswear,Mango,SKU-549478,21.17,2.25,18.92,37.84,10.63%,Medium,2,37.84,1,Flat,1,Outdoor,NationalDay,Cash,N/A,Carryout,4,0,,0,0,1,CUST-01929,35,26-35,Male,SE Asian,3,Tuesday,2025-08,
LULU-000433,In-Store POS,Hypermarket,Dubai,Al Barsha,Fashion,Womenswear,Puma,SKU-857812,48.52,4.63,43.89,87.78,9.54%,Low,2,87.78,1,Percent,1,SMS,LunchRush,Cash,N/A,Carryout,1,1,Wrong item,66.06,0,1,CUST-10383,38,36-45,Male,South Asian,5,Wednesday,2025-09,
LULU-000434,Online App,Web DC,Dubai,Deira,Fashion,Menswear,BrandX,SKU-246888,322.74,38.8,283.94,567.88,12.02%,Medium,2,567.88,1,Percent,1,YouTube,NationalDay,Cash,Android,Next-Day,5,0,,0,0,1,CUST-04258,30,26-35,Male,South Asian,14,Thursday,2025-07,
LULU-000435,Online App,Web DC,Al Ain,City Center,Grocery,Meat & Poultry,Almarai,SKU-742028,63.89,5.78,58.11,58.11,9.05%,Low,1,58.11,1,Flat,1,YouTube,ResidentsOnly,Card,Android,Same-Day,11,0,,0,0,0,CUST-04214,31,26-35,Female,South Asian,19,Friday,2025-05,
LULU-000436,In-Store POS,Hypermarket,Dubai,Bur Dubai,Home & Living,Cleaning,Tefal,SKU-243547,739.1,82.5,656.6,656.6,11.16%,Medium,1,656.6,1,FreeDelivery,1,Outdoor,Ramadan2025,Card,N/A,Carryout,1,0,,0,0,0,CUST-06214,22,18-25,Male,SE Asian,2,Friday,2025-07,
LULU-000437,In-Store POS,Hypermarket,Sharjah,Old Town,Pharmacy,Personal Care,VitX,SKU-410019,228.7,28.8,199.9,799.6,12.59%,Medium,4,799.6,1,FreeDelivery,1,Outdoor,ResidentsOnly,Card,N/A,Carryout,2,0,,0,0,1,CUST-11573,18,18-25,Male,SE Asian,19,Saturday,2025-05,
LULU-000438,Online App,Web DC,Al Ain,Suburb,Grocery,Dairy & Eggs,Lacnor,SKU-694441,8.73,0.15,8.58,34.32,1.72%,Low,4,34.32,1,Percent,1,Referral,LunchRush,Apple Pay,iOS,Same-Day,4,0,,0,0,0,CUST-01925,41,36-45,Female,UAE National,20,Tuesday,2025-09,
LULU-000439,Online App,Web DC,Dubai,JBR,Grocery,Fresh Produce,Al Ain,SKU-488972,46.92,2.55,44.37,133.11,5.43%,Low,3,133.11,1,Flat,1,Facebook,ResidentsOnly,Card,iOS,Same-Day,9,0,,0,0,1,CUST-11769,39,36-45,Male,SE Asian,16,Sunday,2025-04,
LULU-000440,Online App,Web DC,Dubai,Marina,Grocery,Snacks,Rainbow,SKU-374654,78.62,8.4,70.22,140.44,10.68%,Medium,2,140.44,1,Percent,1,Google Search,SummerHeat,Apple Pay,iOS,Same-Day,7,0,,0,0,0,CUST-00278,25,18-25,Male,South Asian,11,Thursday,2025-06,
LULU-000441,In-Store POS,Hypermarket,Abu Dhabi,Saadiyat,Grocery,Meat & Poultry,Pepsi,SKU-802673,20.29,1.01,19.28,77.12,4.98%,Low,4,77.12,1,Percent,1,Email,WeekendSaver,Cash,N/A,Carryout,2,0,,0,0,1,CUST-02128,24,18-25,Female,South Asian,20,Friday,2025-06,
LULU-000442,In-Store POS,Express,Dubai,Al Barsha,Grocery,Household,Lacnor,SKU-174745,30.61,2.53,28.08,112.32,8.27%,Low,4,112.32,1,Percent,1,In-App,NationalDay,Cash,N/A,Carryout,7,0,,0,0,0,CUST-03516,42,36-45,Male,Arab Expat (non-GCC),0,Monday,2025-05,
LULU-000443,Web,Web DC,Dubai,Al Quoz,Home & Living,Bedding,Prestige,SKU-276640,64.41,4.83,59.58,178.74,7.50%,Low,3,178.74,1,Flat,1,Instagram,NationalDay,Card,Android,Next-Day,5,0,,0,0,0,CUST-09370,34,26-35,Female,South Asian,13,Thursday,2025-07,
LULU-000444,In-Store POS,Hypermarket,Abu Dhabi,Al Maryah,Electronics,Home Appliances,Sony,SKU-428802,459.47,29.33,430.14,430.14,6.38%,Low,1,430.14,1,Percent,1,In-App,LunchRush,Card,N/A,Carryout,10,0,,0,0,0,CUST-04422,36,36-45,Male,South Asian,19,Tuesday,2025-05,
LULU-000445,In-Store POS,Hypermarket,Ras Al Khaimah,City Center,Grocery,Bakery,Pepsi,SKU-523323,15.93,0.68,15.25,15.25,4.27%,Low,1,15.25,1,Percent,1,Outdoor,NationalDay,Card,N/A,Carryout,1,0,,0,0,0,CUST-01483,29,26-35,Male,South Asian,12,Saturday,2025-06,
LULU-000446,In-Store POS,Hypermarket,Al Ain,Industrial Area,Fashion,Kidswear,BrandX,SKU-538317,127.36,5.23,122.13,122.13,4.11%,Low,1,122.13,1,Percent,1,SMS,LunchRush,Card,N/A,Carryout,7,0,,0,0,0,CUST-09976,36,36-45,Male,South Asian,12,Saturday,2025-09,
LULU-000447,Web,Web DC,Abu Dhabi,Corniche,Grocery,Frozen,Nadec,SKU-404040,31.34,5.31,26.03,130.15,16.94%,Medium,5,130.15,1,Percent,1,Facebook,WeekendSaver,Wallet,iOS,Same-Day,11,0,,0,0,0,CUST-07708,33,26-35,Male,Other,1,Saturday,2025-10,
LULU-000448,Web,Web DC,Sharjah,City Center,Grocery,Household,Rani,SKU-850975,6.8,0.39,6.41,12.82,5.74%,Low,2,12.82,1,Flat,1,Instagram,LunchRush,Apple Pay,iOS,Same-Day,3,0,,0,0,1,CUST-03521,41,36-45,Male,UAE National,6,Monday,2025-05,
LULU-000449,In-Store POS,Hypermarket,Dubai,JBR,Grocery,Meat & Poultry,Nestlé,SKU-279346,64.44,5.94,58.5,58.5,9.22%,Low,1,58.5,1,Flat,1,SMS,MidnightMadness,Cash,N/A,Carryout,7,0,,0,0,1,CUST-09333,35,26-35,Male,Arab Expat (non-GCC),2,Saturday,2025-08,
LULU-000450,Online App,Web DC,Dubai,Deira,Grocery,Seafood,Pepsi,SKU-907118,77.3,8.98,68.32,409.92,11.62%,Medium,6,409.92,1,Flat,1,Instagram,LunchRush,Wallet,iOS,Same-Day,4,0,,0,0,1,CUST-03453,27,26-35,Male,SE Asian,23,Wednesday,2025-06,
LULU-000451,Online App,Web DC,Dubai,Business Bay,Home & Living,Kitchenware,Scotch-Brite,SKU-563593,392.14,50.8,341.34,341.34,12.95%,Medium,1,341.34,1,Percent,1,Google Search,SummerHeat,Card,iOS,Next-Day,8,0,,0,0,0,CUST-04014,27,26-35,Male,UAE National,5,Saturday,2025-05,
LULU-000452,Online App,Web DC,Dubai,Marina,Electronics,Laptops,Samsung,SKU-481973,2746.42,463.39,2283.03,2283.03,16.87%,Medium,1,2283.03,1,Percent,1,Referral,WeekendSaver,Wallet,Android,Next-Day,3,0,,0,0,1,CUST-10620,28,26-35,Female,SE Asian,8,Saturday,2025-04,
LULU-000453,Online App,Web DC,Fujairah,Industrial Area,Home & Living,Furniture,Vileda,SKU-543861,939.23,174.15,765.08,1530.16,18.54%,Medium,2,1530.16,1,Percent,1,Google Search,MidnightMadness,Wallet,Android,Next-Day,5,0,,0,0,0,CUST-05976,35,26-35,Male,South Asian,5,Saturday,2025-04,
LULU-000454,Online App,Web DC,Dubai,Al Barsha,Bakery Counter,Bread,Lulu Bakery,SKU-970236,27.6,3.11,24.49,146.94,11.27%,Medium,6,146.94,1,Percent,1,Referral,FreshersUni,Apple Pay,iOS,Same-Day,5,0,,0,0,0,CUST-04411,48,46-60,Male,South Asian,10,Friday,2025-05,
LULU-000455,In-Store POS,Express,Dubai,Mirdif,Grocery,Bakery,Lulu,SKU-254943,74.07,5.96,68.11,68.11,8.05%,Low,1,68.11,1,Percent,1,SMS,Ramadan2025,Card,N/A,Carryout,8,0,,0,0,0,CUST-05910,48,46-60,Male,South Asian,20,Friday,2025-04,
LULU-000456,Online App,Web DC,Dubai,JLT,Electronics,Mobiles,Xiaomi,SKU-923155,1115.51,189.17,926.34,926.34,16.96%,Medium,1,926.34,1,Flat,1,Facebook,WeekendSaver,Apple Pay,Android,Next-Day,4,0,,0,0,0,CUST-08698,35,26-35,Male,Western Expat,0,Tuesday,2025-06,
LULU-000457,In-Store POS,Hypermarket,Dubai,Mirdif,Grocery,Household,Al Ain,SKU-978581,12.74,1.25,11.49,57.45,9.81%,Low,5,57.45,1,Flat,1,SMS,Ramadan2025,Cash,N/A,Carryout,13,0,,0,0,0,CUST-04311,33,26-35,Male,South Asian,0,Thursday,2025-09,
LULU-000458,Online App,Web DC,Dubai,Marina,Grocery,Household,Lulu,SKU-194366,36.32,5.56,30.76,61.52,15.31%,Medium,2,61.52,1,Percent,1,Outdoor,BackToSchool2025,Card,iOS,Same-Day,2,0,,0,0,1,CUST-07735,30,26-35,Male,GCC Expat,12,Sunday,2025-09,
LULU-000459,In-Store POS,Hypermarket,Dubai,Al Barsha,Grocery,Meat & Poultry,Nestlé,SKU-801190,17.08,0,17.08,153.72,0.00%,Low,9,153.72,0,,0,Referral,ResidentsOnly,Cash,N/A,Carryout,5,0,,0,0,1,CUST-09659,30,26-35,Female,South Asian,0,Tuesday,2025-09,
LULU-000460,Online App,Web DC,Umm Al Quwain,University Area,Fashion,Accessories,Nike,SKU-290697,225.72,59.78,165.94,165.94,26.48%,High,1,165.94,1,Flat,1,TikTok,WeekendSaver,Google Pay,iOS,Next-Day,4,0,,0,0,1,CUST-01531,37,36-45,Female,Other,15,Tuesday,2025-07,
LULU-000461,In-Store POS,Hypermarket,Dubai,Downtown,Grocery,Snacks,Nestlé,SKU-125975,63.58,6.18,57.4,287,9.72%,Low,5,287,1,Percent,1,Referral,WeekendSaver,Cash,N/A,Carryout,8,0,,0,0,0,CUST-11738,46,46-60,Female,South Asian,10,Sunday,2025-08,
LULU-000462,In-Store POS,Hypermarket,Dubai,Business Bay,Grocery,Personal Care,Pepsi,SKU-765805,72.81,8.86,63.95,63.95,12.17%,Medium,1,63.95,1,Percent,1,Referral,NationalDay,Card,N/A,Carryout,12,0,,0,0,0,CUST-08470,40,36-45,Female,South Asian,12,Friday,2025-10,
LULU-000463,In-Store POS,Express,Abu Dhabi,Mussafah,Grocery,Snacks,Rani,SKU-459787,23.08,2.19,20.89,208.9,9.49%,Low,10,208.9,1,Percent,1,Referral,MidnightMadness,Card,N/A,Carryout,9,0,,0,0,1,CUST-03840,33,26-35,Male,GCC Expat,23,Tuesday,2025-07,
LULU-000464,In-Store POS,Hypermarket,Dubai,Mirdif,Electronics,Gaming,Samsung,SKU-290579,692.73,67.26,625.47,625.47,9.71%,Low,1,625.47,1,Percent,1,Referral,SummerHeat,Cash,N/A,Carryout,7,0,,0,0,1,CUST-07236,31,26-35,Male,Arab Expat (non-GCC),11,Saturday,2025-08,
LULU-000465,In-Store POS,Express,Abu Dhabi,Yas Island,Grocery,Bakery,Lacnor,SKU-924222,72.35,7.84,64.51,322.55,10.84%,Medium,5,322.55,1,Percent,1,SMS,Ramadan2025,Apple Pay,N/A,Carryout,8,0,,0,0,0,CUST-07081,29,26-35,Male,UAE National,0,Saturday,2025-04,
LULU-000466,In-Store POS,Hypermarket,Dubai,Marina,Home & Living,Bedding,Black+Decker,SKU-521977,309.31,22.24,287.07,1148.28,7.19%,Low,4,1148.28,1,Percent,1,Referral,LunchRush,Cash,N/A,Carryout,1,0,,0,0,0,CUST-04053,21,18-25,Male,South Asian,1,Friday,2025-06,
LULU-000467,In-Store POS,Hypermarket,Abu Dhabi,Khalifa City,Grocery,Bakery,Coca-Cola,SKU-621185,66.5,5.12,61.38,368.28,7.70%,Low,6,368.28,1,Percent,1,Referral,LunchRush,Cash,N/A,Carryout,8,0,,0,0,1,CUST-01480,26,26-35,Male,South Asian,15,Monday,2025-06,
LULU-000468,In-Store POS,Hypermarket,Ajman,Suburb,Bakery Counter,Sandwiches,Lulu Bakery,SKU-248758,49.42,6.53,42.89,85.78,13.21%,Medium,2,85.78,1,Flat,1,Email,WeekendSaver,Card,N/A,Carryout,1,0,,0,0,0,CUST-09265,27,26-35,Male,Arab Expat (non-GCC),5,Sunday,2025-07,
LULU-000469,In-Store POS,Hypermarket,Dubai,Silicon Oasis,Grocery,Dairy & Eggs,Lacnor,SKU-594704,12.87,0.29,12.58,62.9,2.25%,Low,5,62.9,1,BOGO,1,Email,NationalDay,Card,N/A,Carryout,12,0,,0,0,0,CUST-00425,33,26-35,Male,South Asian,6,Sunday,2025-05,
LULU-000470,In-Store POS,Hypermarket,Dubai,Business Bay,Grocery,Beverages,Almarai,SKU-489127,47.63,2.57,45.06,45.06,5.40%,Low,1,45.06,1,Flat,1,Email,ResidentsOnly,Card,N/A,Carryout,9,0,,0,0,0,CUST-10083,27,26-35,Male,South Asian,3,Friday,2025-09,
LULU-000471,Web,Hypermarket,Dubai,Business Bay,Grocery,Baby,Lulu,SKU-411685,46.69,5.77,40.92,40.92,12.36%,Medium,1,40.92,1,Percent,1,SMS,BackToSchool2025,Cash,Desktop,Same-Day,9,0,,0,0,1,CUST-07747,38,36-45,Male,GCC Expat,22,Saturday,2025-06,
LULU-000472,In-Store POS,Express,Dubai,JBR,Pharmacy,Baby Care,VitX,SKU-137261,179.37,10.88,168.49,842.45,6.07%,Low,5,842.45,1,Flat,1,Outdoor,BackToSchool2025,Card,N/A,Carryout,4,0,,0,0,0,CUST-05014,37,36-45,Male,GCC Expat,21,Thursday,2025-04,
LULU-000473,In-Store POS,Hypermarket,Dubai,Al Barsha,Electronics,Gaming,Panasonic,SKU-332574,705.96,89.58,616.38,616.38,12.69%,Medium,1,616.38,1,Flat,1,In-App,NationalDay,Card,N/A,Carryout,11,0,,0,0,0,CUST-11946,35,26-35,Male,GCC Expat,18,Thursday,2025-07,
LULU-000474,In-Store POS,Hypermarket,Abu Dhabi,Corniche,Grocery,Meat & Poultry,Kellogg's,SKU-695437,23.56,1.84,21.72,86.88,7.81%,Low,4,86.88,1,Percent,1,Referral,MidnightMadness,Wallet,N/A,Carryout,13,0,,0,0,1,CUST-10201,24,18-25,Other/Prefer not to say,South Asian,9,Tuesday,2025-10,
LULU-000475,In-Store POS,Hypermarket,Dubai,JBR,Grocery,Household,Rani,SKU-462630,14.2,1.19,13.01,13.01,8.38%,Low,1,13.01,1,FreeDelivery,1,Outdoor,FreshersUni,Card,N/A,Carryout,5,0,,0,0,1,CUST-04706,32,26-35,Female,UAE National,18,Thursday,2025-06,
LULU-000476,In-Store POS,Hypermarket,Dubai,Business Bay,Grocery,Dairy & Eggs,Rainbow,SKU-307256,64.5,6.72,57.78,288.9,10.42%,Medium,5,288.9,1,Percent,1,Email,WeekendSaver,Wallet,N/A,Carryout,5,0,,0,0,0,CUST-09596,26,26-35,Male,South Asian,14,Wednesday,2025-09,
LULU-000477,In-Store POS,Hypermarket,Abu Dhabi,Khalifa City,Grocery,Fresh Produce,Lacnor,SKU-916750,56.87,0.81,56.06,168.18,1.42%,Low,3,168.18,1,Percent,1,SMS,NationalDay,Wallet,N/A,Carryout,9,0,,0,0,1,CUST-04737,29,26-35,Female,South Asian,1,Tuesday,2025-09,
LULU-000478,In-Store POS,Express,Abu Dhabi,Mussafah,Grocery,Baby,Al Ain,SKU-311045,16.19,1.75,14.44,216.6,10.81%,Medium,15,216.6,1,Percent,1,Referral,MidnightMadness,Card,N/A,Carryout,5,0,,0,0,1,CUST-11778,31,26-35,Male,Western Expat,20,Saturday,2025-09,
LULU-000479,Web,Web DC,Dubai,JBR,Bakery Counter,Pastry,Lulu Bakery,SKU-400060,106.81,12.17,94.64,567.84,11.39%,Medium,6,567.84,1,Percent,1,Facebook,SummerHeat,Wallet,iOS,Same-Day,3,0,,0,0,0,CUST-06201,32,26-35,Male,UAE National,14,Friday,2025-09,
LULU-000480,Web,Web DC,Dubai,Silicon Oasis,Electronics,Gaming,Xiaomi,SKU-208055,757.63,174.08,583.55,583.55,22.98%,Medium,1,583.55,1,Percent,1,YouTube,BackToSchool2025,Apple Pay,iOS,Next-Day,4,0,,0,0,0,CUST-06702,40,36-45,Male,Arab Expat (non-GCC),8,Friday,2025-08,
LULU-000481,Web,Web DC,Dubai,Mirdif,Grocery,Fresh Produce,Pepsi,SKU-373244,75.58,11.78,63.8,638,15.59%,Medium,10,638,1,Percent,1,Facebook,MidnightMadness,Card,Android,Same-Day,9,0,,0,0,0,CUST-07668,28,26-35,Male,Arab Expat (non-GCC),5,Sunday,2025-09,
LULU-000482,Online App,Web DC,Al Ain,City Center,Fashion,Footwear,Puma,SKU-114913,130.58,17.93,112.65,112.65,13.73%,Medium,1,112.65,1,Percent,1,In-App,MidnightMadness,Card,Desktop,Next-Day,4,0,,0,0,0,CUST-08201,40,36-45,Female,South Asian,14,Monday,2025-04,
LULU-000483,Web,Web DC,Sharjah,Old Town,Electronics,Tablets,LG,SKU-959609,697.73,151.32,546.41,546.41,21.69%,Medium,1,546.41,1,BOGO,1,Instagram,BackToSchool2025,Wallet,Android,Next-Day,4,0,,0,0,1,CUST-07466,35,26-35,Male,Arab Expat (non-GCC),1,Friday,2025-06,
